dem_no,dem_str,dem_kind,dem_judgement,dem_title,dem_note,dem_subject,dem_jomun
164323,"조심2016지0104","심판","기각","종중이라 재단법인인 청구법인이 묘소 수호와 세향 봉행, 제각 및 기타 유산관리를 목적으로 소유하고 있는 쟁점토지가「지방세법」상 종중이 소유하는 농지에 해당하여 분리과세대상인지 여부","종중은 민법상 특정한 목적을 위해 두 사람 이상이 결합한 사단으로서 개개의 구성원을 초월하여 독립된 단체로 존재하고 활동하는 권리능력 없는 사단 또는 사단법인에 해당하므로, 공익적 또는 사회적 목적을 위하여 출연딘 재산을 구성요소로 하는 재단으로서 법인격을 갖춘 재단법인은 그 법인격이 종중과는 다른 것이고, 이 건 종중이 갖고 있던 재산을 청구법인에게 이전한 점 등에 비추어 재단법인인 청구법인을 공동선조의 분묘수호와 재사 및 종중원 상호간의 친목 등을 목적으로 하는 자연발생적인 관습상의 종족집단체인 종중으로 볼 수는 없는 것이므로 처분청이 쟁점토지를 종합합산과세대상으로 보아 이 건 재산세 등을 부과한 처분은 잘못이 없다고 판단됨","종중, 재단","「지방세법」제106조 제1항"
164322,"조심2018지0364","심판","취소","① 청구법인이 분할을 통하여 이 건 토지의 소유권을 분할신설법인에게 이전한 것이 매각에 해당되는지 여부
	② 청구법인이 이 건 토지를 그 취득일로부터 1년이 경과할 때까지 대도시 중과 제외업종인 유통업에 직접 사용하지 않은데 정당한 사유가 있는지 여부","이 건 분할신설법인에게 회사분할에 따라 이 건 토지를 비롯한 분할대상 부분의 자산?부채를 포괄적으로 이전하였으므로 이 건 토지의 소유권이전은 매각에 해당하지 않는다고 판단되고, 이 건 토지 취득 후 1년 이내에 착공하여 공사를 진행하였고, 이 건 토지 및 건축물(미완성)을 승계한 이 건 분할신설법인이 이 건 건축물의 사용승인을 받아 유통업에 직접 사용하고 있는 점 등에 비추어 청구법인이 이 건 토지의 취득일부터 1년이 경과할 때까지 대도시 중과 제외업종인 유통업에 직접사용하지 아니하였다고 하더라도 여기에는 정당한 사유가 있다고 보는 것이 타당하다고 판단됨","취득세, 대도시 중과, 분할, 매각, 직접사용, 정당한 사유","「지방세법」제13조 제2항"
164321,"조심2018지0021","심판","기각","쟁점주택이 주택개량 대상자로 선정된 사람이 취득하는 주택에 해당되어 취득세 등이 감면되어야 한다는 청구주장의 당부","청구인은 「농어촌정비법」 제2조 제10호에 따른 생활환경정비사업의 계획에 따라 주택개량 대상자ㅏ로 선정된 사람이 아닌 점, 청구인이 쟁점주택 인근의 토지를 소유하고 농업경영체를 운영하고 있다 하여 달리 볼 수는 없는 점 등에 비추어 쟁점주택이 「지방세특례제한법」제16조의 취득세 감며뇨건을 충족하지 못한 것으로 보는 것이 타당하므로 처분청이 이 건 거부처분을 한 것은 달리 잘못이 없다고 판단됨","취득세, 주택개량대상자","「지방세특례제한법」제16조"
164320,"조심2018지0713","심판","취소","청구인이 종전의 사업에 사용되던 자산을 인수 또는 매입하여 같은 종류의 사업을 하여 창업에 해당되지 아니하다고 본 처분의 당부","청구인 및 매도인의 매입ㆍ매출처, 주요 생산품, 생산 설비 등이 동일하다는 점을 확인할 수 있는 자료가 제출되지 아니한 점 등에 비추어 처분청에서 청구인이 매도인으로부터 종전의 사업에 사용되던 자산을 인수 또는 매입하여 같은 종류의 사업을 하고 있으므로 창업에 해당하지 아니한다고 보아 경정청구를 거부한 이 건 처분은 잘못이 있다고 판단됨.","창업중소기업, 종전 사업, 공실","「지방세특례제한법」제58조의3"
164319,"조심2018지0712","심판","경정","① 기한 후 신고에 대한 결정통지를 하지 아니한 데 대하여 제기한 심판청구의 적법 여부
	②「지방세특례제한법」에 따라 취득세를 면제받고 법정신고기한까지 자진신고를 하지 아니한 경우 무신고가산세 부과대상에 해당되는지 여부","① 처분청은 청구법인의 기한 후 신고·납부에 대하여 그 신고일부터 3개월 이내에 그 취득세 등의 과세표준과 세액을 결정하였어야 함에도 신고일부터 3개월이 경과한 심리일 현재까지 청구법인에게 결정통지하지 아니하였으므로 이는 부작위 처분에 해당하며, 청구인은 처분청의 부작위로 인하여 권리 또는 이익의 침해를 당하고 있다고 볼 수 있으므로 이 건 심판청구는 적법한 청구에 해당된다고 판단됨. 
	②「지방세기본법」(2013.1.1. 법률 제11616호로 개정된 것) 제53조의2 제1항에서 무신고가산세는 지방세관계법인「지방세법」과「지방세특례제한법」을 적용하여 산출된 세액의 100분의 20에 상당하는 금액을 의미하는 것으로 규정하고 있으므로, 지방세 납세의무자가 부동산을 취득하여「지방세특례제한법」에 따른 취득세의 면제대상이 되는 경우에는 지방세관계법에 따른 산출세액이 “0원”이 되는 것으로 보아야 하기 때문에 결국 무신고가산세도 “0원”이 되어 무신고가산세를 부과할 수 없다고 보는 것이 타당함.","기한 후 신고, 무신고가산세, 지방세관계법, 산출세액","「지방세기본법」(2013.1.1. 법률 제11616호로 개정된 것) 제53조의2"
164318,"조심2018지0764","심판","기각","회원제골프장의 토지 및 건축물에 중과세하는 쟁점법률조항이 헌법에서 정하는 평등의 원칙과 과잉금지의 원칙을 위배하여 재산권을 침해하는 것인지 여부","쟁점법률조항의 위헌 여부 판단은 헌법재판소의 소관사항인 점, 쟁점법률조항이 헌법재판소에 위헌법률심판 제청되어 계류중이나 심리일 현재 헌법에 위반된다고 확정된 바가 없는 점 등에 비추어 처분청이 중과세를 규정한 쟁점법률조항을 적용하여 쟁점토지에 대한 재산세 등을 부과한 이 건 처분에는 달리 잘못이 없다고 판단됨","재산세, 회원제용골프장, 헌법위배","「지방세법」제111조 제1항 제1호 다목2) 및 제2호 가목"
164317,"조심2018지0761","심판","기각","이 건 재산세 등의 부과처분이 헌법에 위배되어 부당하다는 청구주장의 당부","청구법인은 회원제골프장용 토지에 대해서 4%의 세율을 적용하여 재산세를 부과하도록 한「지방세법」관련 조문은 위헌이므로 이를 근거로 재산세 등을 부과한 처분은 부당하다고 주장하나, 법률의 위헌 여부는 헌법재판소에서 판단할 사안인 점, 심리일 현재, 헌법재판소에서 관련 조문을 위헌으로 결정한 사실이 없는 점 등에 비추어 청구주장을 받아들이기 어려움.","회원제골프장, 위헌법률심판","「지방세법」제13조 제5항"
164316,"조심2018지0777","심판","각하","이 건 심판청구가 적법한지 여부","청구인이 이 건 부과처분에 대하여 불복청구를 하고자 하였다면 고지서 수령일인 2017.6.12.부터 90일이 되는 날인 2017.9.10.까지는 불복을 제기하였어야 함에도 2018.3.26. 심판청구를 제기하였으므로 이 건 심판청구는 청구기간이 도과된 부적합한 청구에 해당한다고 판단됨","취득세, 본안심리대상, 청구기간 도과","「지방세기본법」제123조 제6항"
164315,"조심2017구1205","심판","재조사","쟁점세금계산서를 실물거래 없는 가공세금계산서로 보아 필요경비를 부인하여 종합소득세를 과세한 처분의 당부","쟁점매입처가 선박용 프로펠러 등을 청구인의 사업장까지 운반하였다는 내용이 기재되어 있는 운송비 관련 세금계산서를 관할 세무서에 실제 신고하였는지 여부, 계량증명서에 운반자로 기재된 ???가 2012년 11월경 선박용 프로펠러를 청구인의 사업장으로 실제 운송한 사실이 있는지 여부, 청구인이 선박용 프로펠러를 실제 다른 업체로 매출한 사실이 있는지 여부 등을 추가로 재조사하여 그 결과에 따라 과세표준 및 세액을 경정하는 것이 타당함","가공거래, 필요경비","소득세법 제27조 / 소득세법 시행령제55조"
164314,"조심2018구1858","심판","기각","쟁점세금계산서를 사실과 다른 세금계산서로 보아 청구법인에게 부가가치세를 부과한 처분의 당부","조사청의 조사종결복명서에 의하면 쟁점거래처의 실질 대표자의 진술(휴대폰업만 영위) 등에서 쟁점세금계산서가 가공세금계산서임이 나타나는 점, 쟁점거래처에 송금된 계좌이체영수증 외에 쟁점거래의 실체를 확인할 수 있는 구체적?객관적 입증자료가 제시되지 아니한 점 등에 비추어 처분청이 쟁점세금계산서상의 매입세액을 불공제하여 과세한 처분은 달리 잘못 없음","사실과 다른 세금계산서, 가공, 선의의 거래당사자","부가가치세법 제39조"
164313,"조심2018부1935","심판","기각","쟁점세금계산서를 거짓세금계산서로 보아 부가가치세를 과세한 처분의 당부","사업장 소재지가 아파트로 되어 있는 AA스틸과 거래를 하면서 정상거래 여부에 보다 세심한 주의가 필요해 보임에도 청구법인은 AA스틸에 납품물량에 대한 출처 확인이나, 상차지 계량 증명서 등을 요구하지 않은 것으로 조사된 점, 청구법인이 제시한 자료만으로는 청구법인이 거래질서가 문란한 고철거래에서 AA스틸이 실제 고철 공급자라고 확신을 가질 정도의 제반조치를 다하였다고 보기 어려운 점 등에 비추어 청구법인이 선량한 거래당사자로서의 주의의무를 다하였다고 보기 어려운 이 건 처분은 잘못이 없는 것으로 판단됨","사실과 다른 세금계산서, 거짓세금계산서, 가공, 선의의 거래당사자","부가가치세법 제39조"
164312,"조심2018서0441","심판","취소","청구법인의 명의가 도용되어 쟁점거래가 이루어졌는지 여부 및 쟁점거래 당시의 대표이사에 대한 상여로 소득처분하여 소득금액 변동통지를 한 처분의 당부 등","이의신청과정에서 청구인이 제출한 매입자료를 근거로 부가가치율 및 기준경비율을 적용하여 소득금액을 추계하여 감액경정하였는데, 이와 같은 결정 및 경정 절차에 달리 하자가 있는 것으로 보이지 않는 점, 쟁점거래는 청구법인 등의 허락하에 ◎◎◎에 의하여 진행된 것으로 보이고, 청구법인의 대표이사와 감사가 직접 법인의 인감 및 중요서류를 ◎◎◎에게 교부한 것은 청구법인의 법률행위를 위임하였거나 명의를 대여한 것으로 볼 수 있어 명의도용으로 보기는 어려운 점 등에 비추어 법인세를 과세한 이 건 처분은 잘못이 없으나, 청구법인은 직권폐업되었다가 폐업이 취소된 법인으로, 동 기간 동안 영위한 사업이 없었고, △△△는 동 기간 동안 학위 및 자격증을 취득하였고 20**년의 타 근무처에서 급여를 지급받은 사실이 있는 것으로 보아 쟁점거래에 대하여는 소득자를 △△△로 하여 소득금액변동통지를 한 이 건 처분은 잘못이 있음","매출누락, 기준경비율, 추계, 소득금액변동통지, 대표자 상여","법인세법 제66조 / 국세기본법 제14조"
164311,"조심2016서0122","심판","재조사","쟁점금액을 쟁점사업장의 필요경비로 인정하여야 한다는 청구주장의 당부","시행사업 등을 영위하면서 사업운영자금이 부족할 때마다 사채 및 개인투자자로부터 자금을 차입하여 사용하였기 때문에 해당 투자에 대한 이자비용 및 위약금으로 ▣▣▣ 등에게 지급하였다고 주장하면서 그 증빙으로 합의서 사본, 투자약정서, 금전차용증서, 사실확인서, 어음, 금융자료 등을 제출하고 있는바, 쟁점금액이 청구인의 사업과 관련되어 이자 및 위약금 등 부외경비로 지출되었지 여부를 재조사하여 그 결과에 따라 과세표준과 세액을 경정하는 것이 타당하다고 판단됨","필요경비, 부외경비, 재조사","소득세법 제37조 / 소득세법 제80조"
164310,"조심2018구0561","심판","기각","지역주택조합추진위가 수취하여야 할 세금계산서를 업무대행사가 수취한 것으로 보아 부가가치세를 과세한 처분의 당부","쟁점지역주택조합추진위는 이 건 신축사업 제반업무를 직접 추진하는 지위를 갖는 반면, 청구인은 그 주체로부터 위임을 받는 업무대행자에 불과한 것으로 보이는 점, 자금집행요청서상 광고비 등 용역대금이 ‘조합원부담금 계좌’에서 지출된 것으로 나타나므로 쟁점세금계산서상의 금원은 쟁점지역주택조합추진위의 것으로 동 추진위의 사업을 위하여 지출된 것으로 보이는 점 등에 비추어 이 건 처분은 달리 잘못이 없는 것으로 판단됨","사실과다른세금계산서, 대행용역계약","부가가치세법 제32조 / 부가가치세법 제38조 / 부가가치세법 제39조"
164309,"조심2018서1120","심판","기각","사업용 고정자산의 양도에 따른 양도소득 계산 시 동 자산의 건설등에 소요된 차입금 이자를 필요경비로 공제할 수 있는지 여부","쟁점금액은 쟁점건물의 사용승인일까지 발생한 건설자금 이자로서 자본적 지출로 하여 원본에 가산한 후 상각을 통해 비용화하여야 하는 항목을 보이는 점 등에 비추어 처분청이 쟁점건물에 대한 양도소득의 필요경비 계산시 쟁점금액을 취득가액에서 제외하여 이 건 양도소득세를 부과한 처분은 달리 잘못이 없음","이자비용, 자본적지출, 필요경비","소득세법 제33조 / 소득세법 제97조 / 소득세법 시행령제75조"
164308,"조심2018부0681","심판","기각","쟁점토지를 8년 이상 자경농지로 볼 수 있는지 여부","항공사진상 쟁점토지는 경사진 산 속에 위치하고 있고, 잔디 또한 조경수 등과 함께 심어져 있으며, 한국전력공사의 보상내역에도 잔디가 정원잔디로 되어 있는 점 등에 비추어 쟁점토지는 잔디를 재배하기 위한 농지라기보다는 주택의 부속토지로 보는 것이 타당하므로 청구주장을 받아들이기 어려움","자경, 농지, 잔디재배","조세특례제한법 제69조"
164307,"조심2017광1213","심판","재조사","부동산 매매계약 해제를 원인으로 받은 반환금에 대한 법정이자가 기타소득에 해당하는지 여부","2014.12.23. 법률 제12852호로 개정된「소득세법」제21조 제1항 제10호 다목에서 부당이득 반환 시 지급받는 이자에 대해서도 기타소득으로 규정하고 있으나, 부당이득 반환 시 지급받는 이자는 계약의 위약 또는 해약으로 인하여 받는 위약금과 배상금과는 그 성격을 달리하고, 소득의 유형을 구분하고 유형별 소득 중 법에서 열거한 소득에 대해서만 과세하는「소득세법」의 규정 형식을 고려하면, 위 개정 법률을 확인적 규정으로 보기 어려운 점 등에 비추어 처분청이「민법」상 법정이자를 기타소득 총수입금액에 산입하여 이 건 종합소득세를 과세한 처분은 잘못이 있음","민법, 법정이자, 손해배상금, 부당이득반환금","소득세법 제21조 / 소득세법 시행령제41조"
164306,"조심2018서0895","심판","재조사","청구인이 국내거주자에 해당하는지 및 가산세를 면제할 정당한 사유가 있었는지 여부, 쟁점주식의 양도가액에 대한 청구주장의 당부","1. 청구인은 생계를 같이하는 가족들과 함께 국내에 주민등록 상 주소를 두고 있고, 쟁점주식 양도 전 국내에 주택을 추가로 취득하였으며, 추가로 취득한 주택을 국내 주소지로 유지하며 이동전화 및 인터넷전화 요금 등 통신료와 유선방송 수신료, 국내신용카드 대금, 아파트 관리비 등을 납부하고 있었던 점 등에 비추어 청구인을 국내거주자로 보아 과세한 이 건 처분은 달리 잘못이 없음","거주자, 주식, 양도가액, 가산세, 감면","국세기본법 제48조 / 소득세법 제118조의2"
164305,"조심2018부1822","심판","기각","청구인이 사전증여받은 것으로 기한 후 신고한 쟁점금액을 상속세 과세가액에 산입하여 상속세를 부과한 처분의 당부","쟁점금액을 노후관리 차원에서 청구인에게 보관시켰다가 병원비 등으로 모두 소비하였다는 청구주장을 뒷받침할만한 구체적인 증빙의 제시가 없는 점, 쟁점금액을 사전증여받았다는 내용으로 증여세 기한 후 신고를 한 것으로 확인되고 동 신고사실이 착오 내지 오인에 의한 것이라는 청구주장을 입증할 만한 객관적인 자료를 제시하지 못하는 점 등에 비추어 쟁점금액을 상속세 과세가액에 산입하여 상속세를 부과한 이 건 처분은 달리 잘못이 없음","사전증여, 병원비, 기한후신고","상속세 및 증여세법 제41조"
164304,"조심2018부1099","심판","취소","상속개시 이후 물납신청 이전에 물납충당 선순위인 쟁점부동산을 매각하였음을 이유로 물납신청 범위액에서 쟁점부동산 평가액을 차감한 금액에 상당하는 물납허가주식에 대하여만 물납을 허가한 처분의 당부","물납신청기한 이전에 물납대상이 되는 쟁점부동산을 처분한 이 건의 경우 청구인은 이미 매각한 쟁점부동산으로는 물납을 신청할 수 없고 다음 순위의 비상장주식인 물납신청주식이 법 소정의 물납요건에 충족된다면 동 주식을 물납대상으로 하여 물납을 신청할 수 있다고 할 것인바, 처분청이 물납신청기한 이전에 이미 매각한 쟁점부동산의 평가액을 물납허가금액에서 차감하여 물납을 허가한 것은 적법한 처분으로 보기 어렵다 할 것임","물납, 물납신청의 범위","상속세 및 증여세법 제73조 / 상속세 및 증여세법 제73조"
164303,"조심2018중1601","심판","기각","쟁점토지가 8년 이상 자경농지에 해당하지 않는 것으로 보아 감면배제하여 양도소득세를 과세한 처분의 당부","청구인의 급여 및 직책을 감안할 때, 청구인이 농작업의 2분의 1 이상을 자기의 노동력에 의해 직접 경작한 것으로 보기 어려운 점, 청구인은 지인 및 회사동료가 작성한 사실확인서와 영수증 외에 농지원부 등 자경 여부를 확인할 수 있는 객관적인 증빙을 제시하지 못하고 있는 점 등에 비추어 청구주장을 받아들이기 어려움","8년, 자경, 재촌, 대표이사, 감사","조세특례제한법 제69조"
164302,"조심2017중2334","심판","재조사","쟁점공사가 가공거래에 해당하는지 여부 등","쟁점①공사 중 일부 금액은 청구법인의 지출여부가 확인되므로 이를 손금으로 인정하는 것이 타당한 점, 쟁점②공사는 발주처의 기성고가 확정된 시점을 공급시기로 보는 것이 타당한 점, 쟁점③공사는 수익을 미계상하였을 뿐 그 비용이 곧바로 접대비라고 보기 어려운 점 등에 비추어 처분청이 청구법인에게 법인세 및 부가가치세를 과세한 처분은 일부 잘못이 있음","실질과세, 공급시기, 접대비, 채권임의포기","법인세법 제19조 / 법인세법 제25조"
164301,"조심2018중1936","심판","각하","이 건 심판청구가 적법한 청구인지 여부","청구인은 이 건 통지를 받은 날로부터 114일, 112일이 경과한 2018.3.30. 심판청구를 제기하였으므로, 이 건 심판청구는 불복기간을 경과하여 제기된 부적법한 청구로 판단됨","명의위장, 송달일, 불복기간","국세기본법 제55조"
164300,"조심2018중1159","심판","기각","청구인이 대표이사로 등재된 쟁점법인의 매출누락에 따른 익금산입액에 대하여 청구인에게 대표자 상여로 소득처분하고 이에 따른 종합소득세를 경정.고지한 것과 관련하여 청구인이 쟁점법인을 실질 경영한 자가 아니라는 청구주장의 당부","이 건 처분은 쟁점법인이 청구인의 여동생 명의의 차명계좌로 수취한 매출액을 법인세 신고누락하여 처분청에서 동 누락분에 대해 익금산입을 통해 청구인에게 대표자 상여로 소득처분한 것으로서 청구법인에 대한 세무조사시 청구인이 이러한 매출누락을 확인하는 확인서를 조사관서에 제출한 점 등에 비추어 청구인이 쟁점법인의 명의상 대표자에 불과하다고 보기 어려움","소득처분, 실질 대표자","법인세법 제67조 / 법인세법 시행령제106조"
164299,"조심2017광3701","심판","기각","쟁점금액은 부가가치세 과세대상인 용역공급의 대가에 해당하지 않는다는 청구주장의 당부","청구법인이 동 회원들로부터 수취한 가입비 및 월회비는 자발적으로 가입한 회원들에게 제공된 쟁점콜서비스에 대한 대가의 성격으로 보는 것이 타당한 점, 청구법인은 설립 당시 스스로 영리법인으로 사업자등록을 한 점, 청구법인은 법인의 정관 제2조에 법인의 업무 목적 중 하나로서 ‘개인택시 콜서비스사업 및 콜서비스에 관련된 부대사업’을 기재하였고, 제28조에는 이익배당과 관련한 규정도 두고 있는 점, 청구법인은 설립 당시 주요 장비의 구입과 관련된 금액에 대해 매입세액 공제를 받은 사실이 있는 점 등을 종합하면, 쟁점금액은 회원으로부터 징수한 일반회비로서「부가가치세법」상 과세대상에 해당하지 않는다는 청구주장을 받아들이기 어렵다고 판단된다.","택시, 콜택시, 콜서비스, 임의단체, 회비, 정관, 대가","부가가치세법 제4조"
164298,"조심2018광1195","심판","취소","「법인세법」상 부당행위계산부인 규정 적용에 따라 손금부인한 급여를 제외하여 퇴직금을 재산정한 후 당초 퇴직소득으로 신고한 퇴직금과의 차액을 근로소득으로 보아「법인세법」상 근로소득 지급명세서 미제출가산세를 부과한 처분의 당부","청구법인들의 경우 기재사항 중 소득의 종류만 다르게 기재하였을 뿐이고 나머지 기재내용은 사실에 부합하게 기재하였으므로 제출된 지급명세서에 의하여 지급사실을 확인할 수 없는 경우에 해당된다고 보기 어려운 점 등에 비추어 볼 때, 이 건 처분은 잘못이 있는 것으로 판단됨","근로소득 지급명세서 미제출가산세","법인세법 제76조 / 법인세법 시행령제44조 / 법인세법 시행령제120조 / 소득세법 제164조 / 소득세법 시행령제38조"
164297,"조심2017부5150","심판","기각","출연자와 계열사를 퇴직한 임원들이 특수관계에 해당하여 청구법인이 성실공익법인의 요건을 위배하였는지 여부","「국세기본법」상 특수관계인 정의 규정은 세법의 통일성을 확보하기 위하여 최소한의 범위에서 규정하고 있을 뿐이고, 각 세법의 목적에 따라 특수관계인의 범위를 조정하여 규정할 수 있는 것으로 상증세법에서는 추가로 본인 등이 임원에 대한 임면권의 행사 및 사실상의 영향력을 행사하고 있는 기획재정부령으로 정하는 기업집단의 임원과 퇴직 후 5년이 지나지 아니한 그 임원이었던 사람을 본인과 특수관계인으로 본다고 규정하고 있으므로 쟁점임원들은 청구법인의 출연자와 특수관계인에 해당한다고 하겠음","특수관계인, 성실공익법인","상속세 및 증여세법 시행령제12조의2"
164296,"조심2015중5614","심판","기각","외국법인의 쟁점특허권 양도소득이 원천징수대상인 사용료 소득에 해당하는지 여부","2008.12.26. 법률 제9267호로 개정된「법인세법」제93조 제9호에서 해당 특허권 등이 국외에서 등록되었고 국내에서 제조?판매 등에 사용된 경우에는 국내 등록여부에 관계없이 국내에서 사용된 것으로 본다고 규정하고 있는 점 등에 비추어 국내에 미등록된 특허권에 대한 대가인 쟁점매입가액은 국내원천소득에 해당한다고 할 것이므로 처분청이 청구법인의 경정청구를 거부한 이 건 처분에는 잘못이 없는 것으로 판단됨","미국, 특허권, 사용료, 국내원천소득","법인세법 제93조"
164295,"조심2015전4883","심판","기각","상장법인인 청구법인이 비상장법인을 흡수합병하면서 계상한 쟁점영업권이「법인세법」상 합병평가차익으로서 익금산입 대상인지 여부","피합병법인이 우수제품 양산에 대한 기술력과 노하우가 없다고 단정하기 어려운 점, 쟁점합병은 장래에도 영업이익이 지속적으로 발생할 것으로 예상되는 비데제조 사업부문만을 대상으로 한 흡수합병이어서 피합병법인이 가지고 있던 사업상 가치를 인정하여 대가를 지급하였다고 볼 여지가 큰 점, 세법상 영업권으로 인정하기 위해서 반드시 합병대가 산정시 별도의 적극적인 초과수익력 계산 과정이 수반되어야 하는 것은 아닌 점 등에 비추어 처분청이 쟁점영업권을 감가상각대상 자산으로 보아 이 건 법인세를 부과한 처분은 잘못이 없음","초과수익력, 영업권, 감가상각자산","법인세법 시행령제80조"
164294,"조심2015광1074","심판","재조사","쟁점세금계산서를 사실과 다른 세금계산서로 보아 과세한 처분의 당부","청구법인이 쟁점거래처와 용역계약을 체결하는 등 실지 거래한 후 쟁점세금계산서를 교부받았는지를 재조사하여 그 결과에 따라 과세표준과 세액을 경정하는 것이 타당하다고 판단됨","사실과다른세금계산서","국세기본법 제14조 / 부가가치세법 제2조 / 부가가치세법 제7조 / 부가가치세법 제17조 / 부가가치세법 제32조 / 부가가치세법 제37조 / 부가가치세법 제38조 / 부가가치세법 제39조 / 부가가치세법 시행령제3조"
164293,"조심2018중1685","심판","기각","기부채납받은 건축물을 사업시행자에게 무상사용수익허가한 것에 대한 부가가치세 과세표준을 해당 건축물의 총 건축비 중 국비와 지방비 보조금을 제외하고 사업시행자가 실제 부담한 금액만으로 하여 세액을 경정해야 한다는 청구주장의 당부","「부가가치세법」(2013.6.7. 법률 제11873호로 전부개정된 것) 제29조 제5항 제4호에 의하면 재화 또는 용역의 공급과 직접 관련되지 아니하는 국고보조금과 공공보조금은 공급가액에 포함하지 아니하는 것이나, 국비?지방비 보조금은 쟁점건물 건축비로 지원받은 것이므로 이는 사업과 직접 관련이 있는 보조금에 해당하여 그 가액에서 제외될 수 없는 점 등에 비추어 쟁점건물 무상임대에 대한 부가가치세 과세표준에서 국비와 지방비 보조금을 제외해야 한다는 청구주장은 받아들이기 어려운 것으로 판단됨","기부채납, 무상사용, 보조금","부가가치세법 제29조"
164292,"조심2018중1819","심판","기각","쟁점토지가 양도 당시 농지에 해당하는지 여부","쟁점토지는 그 지목이 임야일 뿐만 아니라, 항공사진 등에 의하여 경작 사실이 확인되지 않고 실제 현황도 경작이 불가능한 것으로 추정되는 반면, 청구인은 관련자의 확인서 외에 쟁점토지에서 경작이 이루어졌다거나 쟁점토지가 양도 당시 농지였음을 증명할 객관적인 증빙을 제출하지 못하고 있는바, 처분청이 쟁점토지가 양도 당시 농지에 해당하지 않고, 청구인이 8년 이상 자경요건을 충족하지 못한 것으로 보아「조세특례제한법」제69조에 따른 8년 이상 자경농지 감면 규정의 적용을 배제하여 과세한 이 건 처분은 달리 잘못 없음","8년, 자경, 양도 당시 농지","조세특례제한법 제69조"
164291,"조심2018중1932","심판","재조사","임의경매의 방법으로 쟁점토지의 소유권이 명의신탁자에게 환원되면서 명의수탁자가 양도소득세를 부당하게 감면받았으므로 명의수탁자 소유 토지 양도시에 「조세특례제한법」 제133조 제1항의 양도소득세 감면 종합한도 규정으로 인하여 감면받지 못한 세액이 추가로 감면되어야 한다는 청구주장의 당부","쟁점토지에 대한 임의경매신청 및 매각 내용이 통상적인 임의경매 과정에서 나타나는 내용으로 보기 어려운 측면이 있는 점 등에 비추어 쟁점토지는 피상속인에게 명의신탁된 토지로 볼 여지가 있으므로, 피상속인이 쟁점토지를 취득하게 된 경위 등을 재조사하여 명의신탁된 토지로 조사되는 경우에는 피상속인의 이 건 매매토지 양도에 대한 양도소득세 감면세액을 재산정하여 그 세액을 경정함이 타당한 것으로 판단됨","명의신탁, 명의수탁, 감면 종합한도","조세특례제한법 제69조 / 조세특례제한법 제133조"
164290,"조심2018서1897","심판","기각","쟁점주택①은 청구인과 모친이 1세대로서 가호와 나호를 1주택으로 사용하였으므로 1세대1주택에 해당하는 것으로 보아야 한다는 청구주장의 당부 등","쟁점주택①의 가호?나호는 신축시부터 별도의 건물로 건축되었고 건축물대장 및 등기부상에도 각각 구분 등재되어 있으므로 특별한 사정이 없는 한 각각을 별도의 주택으로 보아야 할 것인 점, 각 호는 구조적?기능적으로 독립된 주거생활이 가능한 것으로 보이는 점 등에 비추어 쟁점주택①의 가호와 나호는 독립된 주거생활이 가능한 별개의 주택으로 봄이 타당한바, 처분청이 쟁점주택①을 1세대 2주택으로 보아 1주택을 비과세하고 나머지 1주택에 대하여 양도득세를 과세한 이 건 처분은 달리 잘못 없음","다가구, 1세대 1주택, 독립된 주거생활, 펜션","소득세법 제89조"
164289,"조심2018서0997","심판","기각","쟁점컨설팅비용이 쟁점부동산을 양도하기 위해 직접 지출한 비용에 해당하는지 여부","백AA이 수행한 업무내용은 대부분이 임대관리용역으로 확인되는 점, 부동산컨설팅용역계약서는 사후에 소급하여 작성되어 신뢰할 수 없는 점, 매각관련 업무수행 내용도 다수의 부동산에 매각 의뢰한 것과 매수희망자들과 매각가격을 협의한 것에 불과한 점 등에 비추어 쟁점컨설팅비용을 자산 양도에 직접 지출한 비용에 해당하지 않는다고 본 이 건 처분은 달리 잘못 없음","컨설팅비용, 양도소득세 필요경비, 임대관리, 가격 협의","소득세법 제97조"
164288,"조심2017서5126","심판","기각","쟁점토지를 8년 이상 자경한 것으로 보아 양도소득세를 감면할 수 있는지 여부","청구인이 제출한 쟁점토지 항공사진에 의하면 쟁점토지에서의 경작사실을 구체적으로 확인하기 어렵고, 청구인 명의의 사업장이 여러 곳 있어 청구인이 농업에 전념하였다고 보기 어려우며, 쟁점토지에서 재배한 작물을 판매한 사실이 나타나지 아니하고, 비료와 농약, 그리고 종묘의 구매내역이 청구인이 주장하는 자경면적에 비해 과소한 것으로 보이므로 처분청이 이 건 처분은 잘못이 없는 것으로 판단됨","8년, 자경, 농업","조세특례제한법 제69조"
164287,"조심2017서5116","심판","경정","청구인이 ◎◎은행으로부터 지급받은 금전을 기타소득(사례금)으로 보아 종합소득세를 과세한 처분이 부당하다는 청구주장의 당부","쟁점금액 중 해고기간의 급여상당액을 제외한 나머지 금액은 그 지급사유가 향후 소송 등을 제기하지 아니하는 조건 등으로 지급된 사례금에 해당하는 것으로 판단되나, 해고기간의 급여상당액은 기타소득(사례금)에서 제외하는 것이 타당하다고 판단됨","기타소득, 사례금","소득세법 제21조"
